REGCODE,variable,estimate,lci,uci,type,est_ci,n,stratification,strata,n5_state,v024,REGNAME
106,dm_unscreened,37.2,11.9,62.5,Proportion,"37.2 (11.9, 62.5)",40,,NA,Rajasthan,8,Dhaulpur
106,dm_undiagnosed,50.5,33.2,67.8,Proportion,"50.5 (33.2, 67.8)",40,,NA,Rajasthan,8,Dhaulpur
107,dm_unscreened,21.4,2.2,40.6,Proportion,"21.4 (2.2, 40.6)",34,,NA,Rajasthan,8,Karauli
107,dm_undiagnosed,45.7,22.3,69.2,Proportion,"45.7 (22.3, 69.2)",34,,NA,Rajasthan,8,Karauli
108,dm_unscreened,14,-1,29,Proportion,"14 (-1, 29)",49,,NA,Rajasthan,8,Sawai Madhopur
108,dm_undiagnosed,29.6,5.9,53.3,Proportion,"29.6 (5.9, 53.3)",49,,NA,Rajasthan,8,Sawai Madhopur
109,dm_unscreened,36.9,13,60.9,Proportion,"36.9 (13, 60.9)",46,,NA,Rajasthan,8,Dausa
109,dm_undiagnosed,38,15,61,Proportion,"38 (15, 61)",46,,NA,Rajasthan,8,Dausa
110,dm_unscreened,20.2,8.7,31.7,Proportion,"20.2 (8.7, 31.7)",93,,NA,Rajasthan,8,Jaipur
110,dm_undiagnosed,25.7,13.1,38.3,Proportion,"25.7 (13.1, 38.3)",93,,NA,Rajasthan,8,Jaipur
111,dm_unscreened,7.4,2.6,12.3,Proportion,"7.4 (2.6, 12.3)",127,,NA,Rajasthan,8,Sikar
111,dm_undiagnosed,9.3,4.1,14.5,Proportion,"9.3 (4.1, 14.5)",127,,NA,Rajasthan,8,Sikar
112,dm_unscreened,16.8,1.4,32.3,Proportion,"16.8 (1.4, 32.3)",58,,NA,Rajasthan,8,Nagaur
112,dm_undiagnosed,21.9,7.7,36.2,Proportion,"21.9 (7.7, 36.2)",58,,NA,Rajasthan,8,Nagaur
113,dm_unscreened,5.1,-1.1,11.3,Proportion,"5.1 (-1.1, 11.3)",113,,NA,Rajasthan,8,Jodhpur
113,dm_undiagnosed,6.4,-0.8,13.5,Proportion,"6.4 (-0.8, 13.5)",113,,NA,Rajasthan,8,Jodhpur
114,dm_unscreened,1.2,-1.1,3.5,Proportion,"1.2 (-1.1, 3.5)",60,,NA,Rajasthan,8,Jaisalmer
114,dm_undiagnosed,9.1,-1.1,19.3,Proportion,"9.1 (-1.1, 19.3)",60,,NA,Rajasthan,8,Jaisalmer
115,dm_unscreened,7.9,-2.2,18,Proportion,"7.9 (-2.2, 18)",33,,NA,Rajasthan,8,Barmer
115,dm_undiagnosed,13.9,2.5,25.3,Proportion,"13.9 (2.5, 25.3)",33,,NA,Rajasthan,8,Barmer
116,dm_unscreened,5,1.9,8.1,Proportion,"5 (1.9, 8.1)",58,,NA,Rajasthan,8,Jalor
116,dm_undiagnosed,10.1,4.2,16,Proportion,"10.1 (4.2, 16)",58,,NA,Rajasthan,8,Jalor
117,dm_unscreened,1.9,0.4,3.3,Proportion,"1.9 (0.4, 3.3)",42,,NA,Rajasthan,8,Sirohi
117,dm_undiagnosed,12.3,2,22.5,Proportion,"12.3 (2, 22.5)",42,,NA,Rajasthan,8,Sirohi
118,dm_unscreened,4.8,0.7,8.9,Proportion,"4.8 (0.7, 8.9)",113,,NA,Rajasthan,8,Pali
118,dm_undiagnosed,7.9,2.2,13.6,Proportion,"7.9 (2.2, 13.6)",113,,NA,Rajasthan,8,Pali
